Key,Type,Desc,English (United Kingdom) [en]
system_weapon_attributes_name,Text,,"Weapon Attributes"
tame_failed_message,Text,,"Taming attempt failed"
tame_failed_retaliate_message,Text,,"Retaliate"
tame_retaliate_info,Text,,"The chance that the animal will attack the settler taming it"
tame_successful_message,Text,,"Taming attempt successful"
tame_try_info,Text,,"Last taming attempt"
tame_try_left,Text,,"Taming attempts remaining today "
tame_try_maximum,Text,,"This animal has already had a taming attempt today"
tameable,Text,,"Tameable"
tameable_info,Text,,"The chance that the taming attempt will be sucessful (the settler attempting to tame this animal will also multiply this chance)"
taming_skill_level_low,Text,,"Cannot tame animal, skill level not met"
temperature_out_of_range,Text,,"Unsuitable temperature"
tended_wounds_pattern,Text,,"<agent_name> tended <target_name>'s wounds"
thermal_emission,Text,,"Heat output"
thermal_insulation,Text,,"Thermal insulation"
third_archer_easy,Text,,"Third Coming Archer"
third_archer_hard,Text,,"Master Third Coming Archer"
third_archer_med,Text,,"Adept Third Coming Archer"
third_basic_easy,Text,,"Third Coming Pillager"
third_basic_hard,Text,,"Ruthless Third Coming Pillager"
third_basic_med,Text,,"Fierce Third Coming Pillager"
third_heavy_easy,Text,,"Third Coming Thug"
third_heavy_hard,Text,,"Murderous Third Coming Thug"
third_heavy_med,Text,,"Brutal Third Coming Thug"
topic_belief_1,Text,,"Galen's teaching"
topic_belief_10,Text,,"the monarchy"
topic_belief_11,Text,,"Piers Gaveston"
topic_belief_12,Text,,"cannibalism"
topic_belief_13,Text,,"pagans inventing new rituals"
topic_belief_2,Text,,"who really started the Crusades"
topic_belief_3,Text,,"the dialectical method of scholasticism  "
topic_belief_4,Text,,"Avicenna's ideas on Aristotle"
topic_belief_5,Text,,"reliance on astrology "
topic_belief_6,Text,,"demons causing sickness"
topic_belief_7,Text,,"witchcraft and healing"
topic_belief_8,Text,,"reintroducing feudalism"
topic_belief_9,Text,,"the ideal of courtly love"
topic_beliefoakbrethren_1,Text,,"avoiding religious indoctrination"
topic_beliefoakbrethren_10,Text,,"blood sacrifices in public"
topic_beliefoakbrethren_2,Text,,"allowing dissection"
topic_beliefoakbrethren_3,Text,,"the wizard Roger Bacon"
topic_beliefoakbrethren_4,Text,,"whether baptism truly banishes evil"
topic_beliefoakbrethren_5,Text,,"polytheism and superstition"
topic_beliefoakbrethren_6,Text,,"the animism of the Celts"
topic_beliefoakbrethren_7,Text,,"druidic rites at the long barrow"
topic_beliefoakbrethren_8,Text,,"dragons under the hills"
topic_beliefoakbrethren_9,Text,,"nicor and other water spirits"
topic_beliefrestitution_1,Text,,"obedience to divine authority"
topic_beliefrestitution_10,Text,,"the immanence of God, and stoicism"
topic_beliefrestitution_11,Text,,"the sin of bigamy "
topic_beliefrestitution_2,Text,,"adherence to religion "
topic_beliefrestitution_3,Text,,"Francis of Assisi "
topic_beliefrestitution_4,Text,,"Thomas Aquinas"
topic_beliefrestitution_5,Text,,"the ecstasies of women mystics"
topic_beliefrestitution_6,Text,,"whether priests should marry"
topic_beliefrestitution_7,Text,,"the Dominican order"
topic_beliefrestitution_8,Text,,"the cost of the Children's Crusade"
topic_beliefrestitution_9,Text,,"the hope of salvation"
topic_personal_1,Text,,"appropriate outfit choices"
topic_personal_10,Text,,"forbearance and kindness"
topic_personal_11,Text,,"idleness and shirking duties"
topic_personal_12,Text,,"keeping the noise down "
topic_personal_13,Text,,"some hurtful gossip"
topic_personal_14,Text,,"a recent argument"
topic_personal_15,Text,,"spitefulness"
topic_personal_16,Text,,"unfairness"
topic_personal_17,Text,,"acting grumpy"
topic_personal_18,Text,,"the importance of neatness"
topic_personal_19,Text,,"being on edge"
topic_personal_2,Text,,"personal differences"
topic_personal_20,Text,,"keeping things civil"
topic_personal_21,Text,,"how to improve one's popularity"
topic_personal_22,Text,,"common courtesy"
topic_personal_23,Text,,"selfishness"
topic_personal_24,Text,,"taking matters more seriously"
topic_personal_25,Text,,"tomfoolery"
topic_personal_26,Text,,"overcoming shyness"
topic_personal_27,Text,,"constant daydreaming"
topic_personal_28,Text,,"dull-witted blundering"
topic_personal_29,Text,,"the distinction between wisdom and hubris"
topic_personal_3,Text,,"bravery - or the lack of it - "
topic_personal_30,Text,,"frequent drunkenness"
topic_personal_31,Text,,"an unpaid debt"
topic_personal_32,Text,,"a painful incident"
topic_personal_33,Text,,"hygiene and bathing"
topic_personal_34,Text,,"galantry"
topic_personal_35,Text,,"geniality"
topic_personal_4,Text,,"who was more intelligent"
topic_personal_5,Text,,"friendship"
topic_personal_6,Text,,"sense of humour"
topic_personal_7,Text,,"charitable actions"
topic_personal_8,Text,,"curmudgeonly behaviour"
topic_personal_9,Text,,"dishonesty"
topic_smalltalk_1,Text,,"the weather"
topic_smalltalk_10,Text,,"the merits of turnips"
topic_smalltalk_11,Text,,"art and artists"
topic_smalltalk_12,Text,,"jousting"
topic_smalltalk_13,Text,,"sword fighting"
topic_smalltalk_14,Text,,"archery techniques"
topic_smalltalk_15,Text,,"what was for supper"
topic_smalltalk_16,Text,,"planting herbs"
topic_smalltalk_17,Text,,"the strange smell"
topic_smalltalk_18,Text,,"windmills"
topic_smalltalk_19,Text,,"rats in the store again"
topic_smalltalk_2,Text,,"dog training"
topic_smalltalk_20,Text,,"feast days"
topic_smalltalk_21,Text,,"pilgrimages"
topic_smalltalk_22,Text,,"Saint Fiacre’s curse"
topic_smalltalk_23,Text,,"fleas and ticks"
topic_smalltalk_24,Text,,"catching rabbits"
topic_smalltalk_25,Text,,"the best fishing spots"
topic_smalltalk_26,Text,,"haymaking"
topic_smalltalk_27,Text,,"good dye plants"
topic_smalltalk_28,Text,,"basket weaving"
topic_smalltalk_29,Text,,"broken fences"
topic_smalltalk_3,Text,,"owning cats"
topic_smalltalk_30,Text,,"lumpy beds"
topic_smalltalk_31,Text,,"achey joints"
topic_smalltalk_32,Text,,"wrestling"
topic_smalltalk_33,Text,,"chess"
topic_smalltalk_34,Text,,"darning hose"
topic_smalltalk_35,Text,,"Shrovetide football"
topic_smalltalk_36,Text,,"the great cattle plague"
topic_smalltalk_4,Text,,"cattle"
topic_smalltalk_5,Text,,"the cooking rota"
topic_smalltalk_6,Text,,"food storage"
topic_smalltalk_7,Text,,"trees"
topic_smalltalk_8,Text,,"wild flowers"
topic_smalltalk_9,Text,,"the habits of birds"
torch_off_info,Text,,"No heat or light is emitted "
torch_on_info,Text,,"This flame radiates heat and light while on"
torch_state_off,Text,,"Off"
torch_state_on,Text,,"On"
total_spaces,Text,,"Total spaces"
trade_animal_locked,Text,,"This animal is not accessible"
trade_balance_bargain,Text,,"Bargain Threshold"
trade_balance_desc,Text,,"If the balance is in your settlement's favour (right), then you are asking for more than you are offering. If the balance is in the merchant's favour (left), then you are giving more than you are asking for. Only transactions under the Bargain Threshold are possible. The Bargain Threshold is influenced by the bartering settler's Speechcraft skill."
trade_balance_title,Text,,"Bartering Balance"
trade_buy,Text,,"Acquire"
trade_buying,Text,,"Acquiring"
trade_message_cant_continue,Text,,"This transaction is unacceptable. The merchant demands more goods in return for the goods offered"
trade_number_merchant,Text,,"The number of this resource the merchant has available to trade"
trade_number_settlement,Text,,"The number of these resources that you have available to trade"
trade_sell,Text,,"Proffer"
trade_selling,Text,,"Proffering"
trade_total_buy,Text,,"The total amount of value you will gain from the merchant"
trade_total_sell,Text,,"The total amount of value you will give to the merchant"
trade_wont_buy,Text,,"This merchant will not trade for this resource"
trader_1,Text,,"Merchant"
trader_leaving,Text,,"<faction_name> merchant is leaving your settlement"
trader_left,Text,,"<faction_name> merchant has left"
trader_message_mass,Text,,"Merchant can't carry this much weight"
trader_visitor,Text,,"Lone Traveller"
trader_wont_sell_animal,Text,,"This animal cannot be sold"
train_failed_message,Text,,"Training attempt failed"
train_melee,Text,,"Melee Training"
train_ranged,Text,,"Marksman Training"
train_try_info,Text,,"Last training attempt"
train_try_left,Text,,"Training attempts remaining today"
train_try_maximum,Text,,"This animal has already had a training attempt today"
training_skill_level_low,Text,,"Cannot train animal, skill level not met"
training_successful_message,Text,,"Training attempt successful"
trap_misfire,Text,,"Trap misfire!"
trebuchet,Text,,"Movable Trebuchet"
trebuchet2,Text,,"Movable Trebuchet"
trebuchet3,Text,,"Movable Trebuchet"
trebuchet_has_agent,Text,,"Someone is operating this trebuchet"
trebuchet_no_agent,Text,,"No one is operating this trebuchet"
tutorial_animals,Text,,"Tutorial: Animals"
tutorial_animals_info,Text,,"<style=AlmParagraph>Animals\n</style><b>Wild Animals</b>\n- Settlers can hunt and butcher wild animals for meat and leather.\n- Some animals like wolves and boars have a chance to retaliate when hunted.\n- To hunt an animal, a settler needs to be equipped with a ranged weapon.\n\n<b>Domestic Animals</b>\n- Some wild animals can be tamed.\n- Some animals may attack a settler who is trying to tame them, so beware.\n-Taming can be a long process and can't be done continually. Settlers can try to tame an animal once every 24h.\n- Tamed animals will live alongside settlers. Some animals can be kept in animal pens. To create a pen, place a pen marker in a fenced off or enclosed area.\n<b>Pets</b>\n- Some domestic animals can be trained to become pets.\n- Pets can be assigned to settlers so that they will follow them around and even help out around the settlement. "
tutorial_camera_control,Text,,"Tutorial: Camera Control"
tutorial_camera_control_info,Text,,"<style=AlmParagraph>Camera controls\n</style>- Use the [<style=Shortcut>WASD</style>] keys to move your camera around.\n- <style=Shortcut>Mouse wheel</style> is used to zoom in and out.\n- Tilt and rotate holding down the <sprite=""ctrl_middle_click"" index=t> and moving the mouse around.\n- [<style=Shortcut>Num5</style>] will reset the camera to its initial position.<style=AlmParagraph>\nAlternate controls\n</style>- Use <style=Shortcut>Arrow Keys </style>: keys to move your camera around.\n- Hold down <sprite=""ctrl_right_click"" index=t> to pan camera. \n- Use [<style=Shortcut>+</style>]&[<style=Shortcut>-</style>] to zoom in and out. \n- Use [<style=Shortcut>Num7</style>] & [<style=Shortcut>Num9</style>] to rotate and [<style=Shortcut>Num8</style>] and [<style=Shortcut>Num2</style>] to tilt. <style=AlmParagraph>\nTip\n</style>- <style=Desc> Customize the camera controls in the options menu.</style>\n"
tutorial_construction,Text,,"Tutorial: Construction"
tutorial_construction_info,Text,,"<style=AlmParagraph>Construction\n</style>- Your settlers still need somewhere to live.\n- Start by placing some wooden walls from the base panel [<style=Shortcut>F1</style>] in a rectangle, then adding a wooden door and thatched roof over it. \n- Place sleeping spots from the furniture panel [<style=Shortcut>F3</style>] inside so your settlers have somewhere to sleep."
tutorial_defence,Text,,"Tutorial: Defence"
tutorial_defence_info,Text,,"<style=AlmParagraph>Defence\n</style>- Use structures like merlons to your advantage to cover your archers from enemy projectiles.\n- Place archers on higher ground so they get a buff in precision, range, and critical hit chance.\n- Place traps strategically around your settlement to weaken your enemies."
tutorial_domestic_animals,Text,,"Tutorial: Domestic Animals"
tutorial_domestic_animals_info,Text,,"<style=AlmParagraph>Domestic Animals\n</style>- Some wild animals can be tamed.\n- Some animals may attack a settler who is trying to tame them, so beware.\n-Taming can be a long process and can't be done continually. Settlers can try to tame an animal once every 24h.\n- Tamed animals will live alongside settlers. Some animals can be kept in animal pens. To create a pen, place a pen marker in a fenced off or enclosed area."
tutorial_drafting_combat,Text,,"Tutorial: Drafting & Combat"
tutorial_drafting_combat_info,Text,,"<style=AlmParagraph>Drafting & Combat\n</style>- To control your settlers directly, draft them by selecting them, and clicking on the draft action in their selection panel. \n- A drafted settler will go where you tell them to go and will attack who you tell them to attack.\n- During combat an archer will shoot anybody within their range, while a melee settler will wait until the enemy comes close or attacks them. <style=AlmParagraph>\nTip\n</style><style=Desc>- Place archers on higher ground in order for them to get a buff in precision, range, and critical hit chance.</style>"
tutorial_equipment,Text,,"Tutorial: Equipment"
tutorial_equipment_info,Text,,"<style=AlmParagraph>Equipment\n</style>- To prepare your settlers, equip them with armour, clothing, and weapons.\n- Select a settler and <sprite=""ctrl_right_click"" index=t> on an item and order them to equip it. \n<style=AlmParagraph>\nTip\n</style><style=Desc>- Examine which of your settlers is proficient with melee or ranged weapons and equip accordingly.</style>"
tutorial_farming,Text,,"Tutorial: Farming"
tutorial_farming_info,Text,,"<style=AlmParagraph>Farming\n</style>- Sow crop fields to ensure a steady supply of food for the upcoming winter. \n- Choose a crop from the zone panel [<style=Shortcut>F7</style>], then drag it to the required size.\n- You need appropriate supplies of seeds and saplings in order to sow.\n- New varieties of crop fields will be unlocked as you acquire new seed types, either by foraging, or from merchants. \n- Remember that plants need sunlight. Sow crops in the open, away from trees or structures that will create shade. Days are shorter in winter and early spring, so try to avoid sowing plants during this time."
tutorial_forbid,Text,,"Tutorial: Forbid/Allow"
tutorial_forbid_info,Text,,"<style=AlmParagraph>Forbid/Allow\n</style>- Settlers will not interact with items that are marked as forbidden.\n- Forbidden items will have a forbidden sign over them.\n- You can allow forbidden items by using the allow order or by selecting the item and selecting the allow action. "
tutorial_friendliness,Text,,"Tutorial: Alignment"
tutorial_friendliness_info,Text,,"<style=AlmParagraph>Alignment\n</style>- Alignment determines whether a faction is friendly, neutral or hostile towards your settlement.\n- Hostile factions will initiate raids on your settlement, while friendly and neutral factions will send Merchants your way from time to time.\n"
tutorial_game_speed,Text,,"Tutorial: Game Speed"
tutorial_game_speed_info,Text,,"<style=AlmParagraph>Game speed controls\n</style>- You can speed up time.\n- Click on the speed keys. \n- Or use [<style=Shortcut>1</style>],[<style=Shortcut>2</style>],[<style=Shortcut>3</style>].\n- Pressing [<style=Shortcut>Space</style>] will pause the game. \n- You can give orders, place buildings, and draft while the game is paused.<style=AlmParagraph>\nTip\n</style>- <style=Desc>This is especially useful if things get hectic.</style>"
tutorial_initiate_trading,Text,,"Tutorial: Initiate Bartering"
tutorial_initiate_trading_info,Text,,"<style=AlmParagraph>Initiate Bartering\n</style>- To initiate bartering with a merchant, select a settler and <sprite=""ctrl_right_click"" index=t> on the merchant, then select the <b>Barter with</b> option."
tutorial_jobs,Text,,"Tutorial: Jobs"
tutorial_jobs_info,Text,,"<style=AlmParagraph>Job Priorities\n</style>- The <b>JOB</b> panel is where you can prioritize each settler's tasks.\n- By default, settlers will prioritize their jobs from left to right.\n- Using <sprite=""ctrl_left_click"" index=t> and <sprite=""ctrl_right_click"" index=t>, you can change job priorities so that a given settler will choose one job before another.\n- Jobs set to the same priority level will be prioritized left to right.\n- If the job box is empty, that means that a settler will never do that job.\n- Settlers will always do the highest priority job that they can find.\n- If a specific job is not on anyone's priority list, that job will never get done.\n- The frame colour of a job box indicates the settler's skill level.\n<style=AlmParagraph>\nTip\n</style>- <style=Desc>If a settler has a very low skill rating for a specific job, it is better to turn that job off completely for that settler - otherwise, there is a chance they'll do the job and fail. This is important when it comes to things like harvesting. Example: a settler with a low botanical skill level could end up ruining the harvest, yielding no resources. So it's best to let them focus on what they do best!</style>"
tutorial_layer_control,Text,,"Tutorial: World Layers"
tutorial_layer_control_info,Text,,"<style=AlmParagraph>World Layers\n</style>- You can shuffle between layers and building floors.\n- Use the up or down layer buttons in the top left corner.\n- Or use [<style=Shortcut>,</style>] and [<style=Shortcut>.</style>].\nUse [<style=Shortcut>Ctrl</style>] + [<style=Shortcut>Mouse wheel</style>] to quickly go through layers.\nUse [<style=Shortcut>Ctrl</style>]  + <sprite=""ctrl_left_click"" index=t> on any object or the ground to jump to that given layer. <style=AlmParagraph>\nTip\n</style><style=Desc>- This is useful for customizing multistorey buildings.</style>"
tutorial_manage,Text,,"Tutorial: Manage"
tutorial_manage_info,Text,,"<style=AlmParagraph>Manage\n</style>- Use the manage panel to determine which items your settlers will auto-equip, what food and alcohol they are allowed to consume, etc.\n- You can still force settlers to consume or equip something using the right-click action menu. "
tutorial_mood,Text,,"Tutorial: Mood"
tutorial_mood_info,Text,,"<style=AlmParagraph>Mood\n</style>- Mood represents your settlers' happiness.\n- Be sure to check on your settlers’ mood often.\n- A low mood can result in settlers rebelling and refusing to follow orders.\n- If a settler's mood reaches 0, they will leave your settlement.\n- Things like cooked or lavish meals, comfortable beds, and a fair amount of leisure time can help keep your settlers’ spirits high."
tutorial_move,Text,,"Tutorial: Control Settlers"
tutorial_move_info,Text,,"<style=AlmParagraph>Positioning & Movement\n</style>- A drafted settler will go where you tell them to go and will attack who you tell them to attack.\n- <sprite=""ctrl_right_click"" index=t> anywhere to order your settlers to go to that position.<style=AlmParagraph>\nTip\n</style><style=Desc>- During combat, an archer will shoot anybody within their range, while a melee settler will wait until the enemy comes close or attacks them. \n- Place archers on higher ground in order for them to get a buff in precision, range, and critical hit chance.</style>"
tutorial_move_structures,Text,,"Tutorial: Relocate Structures"
tutorial_move_structures_info,Text,,"<style=AlmParagraph>Relocate Structures\n</style>- Smaller structures like furniture, workstations and decorations can be easily relocated: Select an already-constructed structure and click on the relocate button. Then select a new location.\n\n- Structures that are removed will turn into a resource pile and can be stored on stockpiles, and even traded with Merchants.\n"
tutorial_orders,Text,,"Tutorial: Orders"
tutorial_orders_info,Text,,"<style=AlmParagraph>Orders\n</style>- Issue orders to your settlers with the order tools in the lower right corner.\n- Try selecting the chop tool and <sprite=""ctrl_left_click"" index=t> + drag it over some trees you want to cut down."
tutorial_pet_animals,Text,,"Tutorial: Pets"
tutorial_pet_animals_info,Text,,"<style=AlmParagraph>Pets\n</style>- Some domestic animals can be trained to become pets.\n- Pets can be assigned to settlers so that they will follow them around and even help out around the settlement."
tutorial_production,Text,,"Tutorial: Production"
tutorial_production_info,Text,,"<style=AlmParagraph>Production\n</style>- To start producing something, select a workstation, and add a product from the product list. \n- Set the number of products you want your settlers to make. <style=AlmParagraph>\nTip\n</style>- <style=Desc>Set the food production to “Until you have” mode so your settlers will continually produce if they have material, up to the required number.</style>"
tutorial_region,Text,,"Tutorial: Region"
tutorial_region_info,Text,,"<style=AlmParagraph>Region\n</style>- You can see what factions and faction settlements are in your region.\n- Form a caravan and send your settlers to trade with other settlements by selecting a settlement and clicking the <b>send caravan</b> button.\n"
tutorial_research,Text,,"Tutorial: Research"
tutorial_research_info,Text,,"<style=AlmParagraph>Research\n</style>- Unlock new building options and production types in the research panel. \n- Various forms of knowledge in the form of books are available to unlock research items.\n- Unlocked research items will not consume the books. \n- Take care of your books, having them destroyed or stolen will disable unlocking new research items until the previously allocated amount is reached. \n- Books (Chronicle, Textbook, Thesis) are produced at research tables (<LinkAlmanac=""Basicresearchtable"">Basic Research Table</link>, <LinkAlmanac=""Researchtable"">Research Table</link>, <LinkAlmanac=""Advancedresearchtable"">Advanced Research Table</link>)"
tutorial_schedule,Text,,"Tutorial: Schedule"
tutorial_schedule_info,Text,,"<style=AlmParagraph>Schedule panel\n</style>- You can use the <b>SCHEDULE</b> panel to modify the time of day your settler should do each type of activity."
tutorial_select,Text,,"Tutorial: Draft Settlers"
tutorial_select_info,Text,,"<style=AlmParagraph>Draft\n</style>- To control your settlers directly, draft them by selecting them, and clicking on the draft action in their selection panel.<style=AlmParagraph>\nTip\n</style><style=Desc>- You can select multiple settlers and then draft them. \n- Use the settler panel on the left to quickly select a single settler, or use [<style=Shortcut>Shift</style>] + <sprite=""ctrl_left_click"" index=t> to select multiple. </style>"
tutorial_stockpile,Text,,"Tutorial: Stockpile"
tutorial_stockpile_info,Text,,"<style=AlmParagraph>Stockpile\n</style>- Your settlers need somewhere to store resources.\n- You need to designate a stockpile zone.\n- Choose the default stockpile from the zone panel [<style=Shortcut>F7</style>] in the lower left of the screen.<style=AlmParagraph>\nTip\n</style>- <style=Desc>Place stockpiles under roofs or inside to slow down resources' decay.</style>"
tutorial_trading,Text,,"Tutorial: Bartering"
tutorial_trading_info,Text,,"<style=AlmParagraph>Bartering\n</style>- Bartering functions by exchanging resources and items with a Merchant.\n- You can request resources only if you proffer something in return with the same or similar value.\n- The settler making the trade can influence prices, and can also negotiate to get more than they offered.\n\n- Giving the merchant more value than is received will be considered a gift, and will influence alignment favourably towards the Merchant's faction.\n- The value of resources is determined by merchant type, faction, alignment, and even time of year.\n"
tutorial_welcome,Text,,"Welcome"
tutorial_welcome_info,Text,,"<style=AlmParagraph>Welcome To Going Medieval\n</style>- Please bear in mind that the game is under Heavy development. This means that the game will have some bugs and unfinished systems. <b>You can consult the Almanac for help and tutorials.</b>"
tutorial_wild_animals,Text,,"Tutorial: Wild Animals"
tutorial_wild_animals_info,Text,,"<style=AlmParagraph>Wild Animals\n</style>- Settlers can hunt and butcher wild animals for meat and leather.\n- Some animals like wolves and boars have a chance to retaliate when hunted.\n- To hunt an animal, a settler needs to be equipped with a ranged weapon."
two_handed,Text,,"Two handed"
ui_cancel,Text,,"Cancel"
ui_keep,Text,,"Keep"
ui_region_influence,Text,,"Region influence"
unconscious_default_1,Text,,"<agent_name> passed out."
unconscious_default_10,Text,,"<agent_name> seemed dead to the world."
unconscious_default_11,Text,,"<agent_name> was totally inert."
unconscious_default_12,Text,,"<agent_name> lost consciousness."
unconscious_default_13,Text,,"<agent_name> slumped to the ground."
unconscious_default_14,Text,,"<agent_name> was rendered senseless"
unconscious_default_15,Text,,"<agent_name> fell into a stupor."
unconscious_default_2,Text,,"<agent_name> swooned, unconscious."
unconscious_default_3,Text,,"<agent_name> blacked out."
unconscious_default_4,Text,,"<agent_name> appeared comatose."
unconscious_default_5,Text,,"<agent_name> was out cold."
unconscious_default_6,Text,,"<agent_name> collapsed."
unconscious_default_7,Text,,"<agent_name> keeled over."
unconscious_default_8,Text,,"<agent_name> fainted."
unconscious_default_9,Text,,"<agent_name> was unresponsive."
undrafted_stance,Text,,"Undrafted Stance"
unit_suffix_hour,Text,,"h"
unit_suffix_meter,Text,,"m"
unit_suffix_meters_per_second,Text,,"m/s"
unit_suffix_per_hour,Text,,"/h"
unit_suffix_per_second,Text,,"/s"
unit_suffix_percent,Text,,"%"
unit_suffix_second,Text,,"s"
unit_suffix_times,Text,,"x"
unlocked_door_info,Text,,"Settlers can pass through this door, but enemies and animals cannot."
unlocked_tech,Text,,"Unlocked Tech"
unnamed,Text,,"Unnamed"
update_01_name,Text,,"Shelves and Racks Update"
update_02_name,Text,,"Bartering & Diplomacy"
update_02_name_alt,Text,,"Trading & Diplomacy"
update_02_name_alt2,Text,,"Merchants & Diplomacy"
update_03_name,Text,,"Animals & Pets"
update_05_name,Text,,"Animal Trading"
update_06_name,Text,,"Terraforming & Cats"
update_07_name,Text,,"Beauty & Comfort"
update_08_name,Text,,"Social Interactions"
update_095_capsule,Text,,"Coin Bartering"
update_09_name,Text,,"Environment Effects Overhaul"
update_09_name_old,Text,,"Ladder System"
update_10_name,Text,,"Water & Fishing"
update_11_capsule,Text,,"Bards & Feasts"
update_11_name,Text,,"Roles & Events"
update_12_capsule,Text,,"PORTCULLISES"
update_12_name,Text,,"Prisoners & Gates"
update_14_Capsule,Text,,"FIRE"
update_14_name,Text,,"Training Structures & Fire"
update_entry_01,Text,,"Shelves & Weapon racks"
update_entry_02,Text,,"Larger Maps"
update_entry_03,Text,,"Stockpile priority"
update_entry_04,Text,,"Temperature Balance"
update_entry_05,Text,,"Trebuchet Balance & Changes"
update_entry_06,Text,,"QoL Improvements"
update_entry_07,Text,,"New decorative structures"
update_entry_08,Text,,"Stability & Optimisation"
update_entry_09,Text,,"Relocate Structures"
update_entry_10,Text,,"Character Customisation"
update_entry_11,Text,,"Structure Variations"
update_entry_12,Text,,"Seeds & Saplings"
update_entry_13,Text,,"Ice Blocks"
update_entry_14,Text,,"Beekeeping"
update_entry_15,Text,,"Orchards"
update_entry_16,Text,,"New Resources"
update_entry_17,Text,,"Heat Source Refueling"
update_entry_18,Text,,"New Faction Equipment"
update_entry_19,Text,,"New Music Tracks"
update_entry_20,Text,,"New Pathfinding System"
update_entry_21,Text,,"Fermentation"
update_entry_22,Text,,"Trophy Mounting"
update_entry_23,Text,,"Animal Pen"
update_entry_24,Text,,"Starting Animals"
update_entry_25,Text,,"Animals in caravans"
update_entry_26,Text,,"Food Pouch"
update_entry_27,Text,,"New structure: Sign"
update_entry_28,Text,,"Custom Difficulty"
update_entry_29,Text,,"Predator Animals"
update_entry_30,Text,,"Pest Control"
update_entry_31,Text,,"New Animals"
update_entry_32,Text,,"CATS"
update_entry_33,Text,,"Terraforming"
update_entry_34,Text,,"Aesthetic Value"
update_entry_35,Text,,"Comfort"
update_entry_36,Text,,"Statues"
update_entry_37,Text,,"Paintings"
update_entry_38,Text,,"Rugs"
update_entry_39,Text,,"Room Impressiveness"
update_entry_40,Text,,"Bed Assigment"
update_entry_41,Text,,"Individual rooms"
update_entry_42,Text,,"Infirmary room"
update_entry_43,Text,,"Infirmary Bed"
update_entry_44,Text,,"Affection System"
update_entry_45,Text,,"Settler Small talk"
update_entry_46,Text,,"Social Interactions"
update_entry_47,Text,,"Individual Action log"
update_entry_48,Text,,"Ladder System"
update_entry_49,Text,,"Multiple Shelf Editing"
update_entry_50,Text,,"Feeding Animals Changed"
update_entry_51,Text,,"Sunlight"
update_entry_52,Text,,"Stunted Plants"
update_entry_53,Text,,"Temperature Overhaul"
update_entry_54,Text,,"New Day & Night Cycle"
update_entry_55,Text,,"Accumulating Puddles"
update_entry_56,Text,,"Accumulating Snow"
update_entry_57,Text,,"Wound Tending Overhaul "
update_entry_58,Text,,"Bird Flocks"
update_entry_59,Text,,"Predator protection"
update_entry_60,Text,,"Rivers and Ponds"
update_entry_61,Text,,"Waterfalls"
update_entry_62,Text,,"New Map Type: Marsh"
update_entry_63,Text,,"Fish and Eels"
update_entry_64,Text,,"Settler Role System"
update_entry_65,Text,,"Bards, Druids and Chaplain"
update_entry_66,Text,,"Feasts, Eucharists & Rituals"
update_entry_67,Text,,"Job Preferences"
update_entry_68,Text,,"Extortion Events"
update_entry_69,Text,,"Negotiating for Runaways"
update_entry_70,Text,,"News System"
update_entry_71,Text,,"New Settler Jobs"
update_entry_72,Text,,"New Settler Skills"
update_entry_73,Text,,"Gates"
update_entry_74,Text,,"Captive Labourer system"
update_entry_75,Text,,"New Role"
update_entry_76,Text,,"Execution event"
update_entry_77,Text,,"Recruiting Prisoners"
update_entry_78,Text,,"Training Structures"
update_entry_79,Text,,"Combat With Fire"
update_entry_80,Text,,"New Weapon Types"
update_entry_81,Text,,"Throwable weapon types"
update_entry_82,Text,,"Modding support "
update_entry_83,Text,,"Steam Workshop integration"
update_entry_84,Text,,"Group Enemy AI"
update_entry_85,Text,,"Siege Weapons (player controlled)"
update_entry_86,Text,,"Visiting Other Maps"
update_entry_87,Text,,"Raiding Camps/Settlements"
update_entry_88,Text,,"Grand Objectives"
update_entry_89,Text,,"Flammable Traps"
update_entry_90,Text,,"Fire Arrows"
used_spaces,Text,,"Used spaces"
village_enemy,Text,,"Enemy settlement"
village_friendly,Text,,"Friendly settlement"
village_location,Text,,"Settlement Location"
village_name,Text,,"Settlement name"
village_yours,Text,,"Your settlement"
villager_constraint_Age,Text,,"Age"
villager_constraint_DefaultClothes,Text,,"Default Clothes"
villager_constraint_ForceGender,Text,,"Force Body Type"
villager_constraint_ForceReligion,Text,,"Force Religion"
villager_constraint_ForcedPerks,Text,,"Forced Perks"
villager_constraint_Height,Text,,"Height"
villager_constraint_NumberOfVillagers,Text,,"Number of Settlers"
villager_constraint_OverrideStats,Text,,"Override Stats"
villager_constraint_Weight,Text,,"Weight"
villager_constraints,Text,,"Settler Constraints"
villagers_died,Text,,"Settlers lost"
voxel_clay,Text,,"Clay"
voxel_coal,Text,,"Coal"
voxel_dirt,Text,,"Soil"
voxel_gold,Text,,"Gold"
voxel_granite,Text,,"Granite"
voxel_grass,Text,,"Grass"
voxel_impureLimestone,Text,,"Limestone Deposit (Impure)"
voxel_iron,Text,,"Iron"
voxel_limestone,Text,,"Limestone"
voxel_not_diggable,Text,,"Can't dig any deeper."
voxel_rocky,Text,,"Rocky soil"
voxel_salt,Text,,"Salt"
voxel_sand,Text,,"Sand"
voxel_silver,Text,,"Silver"
voxel_wetlandDirt,Text,,"Marshy soil"
walls_deconstruct,Text,,"Select walls only"
